airline_sentiment,text
0,@USAirways how do I get a hold of customer service? I've called multiple times &amp; have been on hold for 30+ mins only to have to hang up
0,@USAirways is there a # or a time bracket I can call to fix this problem?I've been attempting to fix this contact information issue for days
0,@USAirways I called the number and they said no one is available to take my call...guys this is insane
0,.@USAirways Can't book a flight online or over the phone. Your customer service is usually great -- anything you can do to help?
0,"@USAirways / @AmericanAir was the worst experience I've ever had flying. Rude, delays, Cancelled Flightlations, lack of updates, and wasting our time"
0,@USAirways called 3x &amp; it says high call volumes call back. At $1 a minute for international calls is there any way someone can contact me?
0,@USAirways @jhughes1025 grrrrrrrr. Couldn't book a flight via calling either :(
0,"@USAirways delayed, connection missed, now extended layover how about a lounge pass for PHL. #5077"
0,"@USAirways Another twist in the plot. Took off from Miami, then had to return due to a unsecured cargo door. most stressful vacation ever."
0,@USAirways she will be reaching out to you! HARDWORKING mom just trying to do her best!
0,@USAirways When I check online it states status closed. What does this mean? As I have yet been able to reach a live person...
0,@USAirways Your system is affected by the weather?
1,@USAirways we called and were able to get rescheduled. Thank you for the quick responses today!!
0,@USAirways how do you get your aa frequent flyer number to appear in a USAir reservation?? Frustrating
0,@USAirways I'm unable to check in for flight 2119 BOS-DCA and haven't heard if flight was Cancelled Flighted/rescheduled. Any updates??
0,@USAirways / @AmericanAir don't forget without your customers you would be out of business! #epicfail #usairwaysfail
0,@USAirways @AmericanAir hey since you    f*%#ed my wknd can I have day pass to admirals club or meal coupon or free coke? {blank stare}
0,@USAirways : You Make the Reservation; We'll Make the Excuses! #usairwaysfail
0,"@USAirways I listed my baggage claim number.  Have them call me, my number is on the ticket.  I had to use Lady Speed Stick this morning."
0,@USAirways Another dead end.  They only handle AA L&amp;F.  They gave me the same failed # I already had. 610-362-7498(99) VM full.  #lost
0,@USAirways  Houston Gate 17 customer Service needs to treat people with respect. There are hardly people waiting! #chillpill #usairwaysfail
1,@USAirways over the phone. I called the 6170 number and she picked up almost immediately.
1,@USAirways 603 &amp; 2705 DFW to PSP thank you!
1,@USAirways 1899. Thanks
0,@USAirways what's going on with your website &amp; mobile app??? Help!!!
0,@USAirways We have submitted the customer relations form and await your response!
0,"@USAirways That is the height of rudeness, and without question the worst customer service I have ever experienced."
0,@USAirways I NEED TO *SPEAK* TO SOMEBODY ABOUT A RESERVATION. As in talk to a human being. Yet your computer system puts the phone down on
0,@USAirways : Premier provider of missed connections! #usairwaysfail
0,"@USAirways I'm sure the people are working very hard, but the systems should assist with IVR prompting, offering call backs, hold wait times"
0,@USAirways thanks for a subpar travel experience and it's not even over yet #stepitup
1,@USAirways FYI your customer service rep Carol is an absolute delight. So pleasant to with with and rebooked me in lightning speed! Thanks!
0,"@USAirways is struggling. had me on hold for 25 minutes, kicked me back to the start, then said they couldnt handle the amount of calls"
0,@USAirways no you call me.
0,@USAirways they told me to call back Late Flightr
0,@USAirways i will be Cancelled Flighting my us airways credit card and choosing other airlines after my experience this week.
0,"@USAirways I cant make it to airport, roads are to bad in DFW and no one is answering the phones and the website is down?How do I reschedule"
0,@USAirways Pilot pleads to let boarding begin for full flight #1937 while waiting for 4th flight attendant. Denied by mission control. Grrrr
0,@USAirways website isnt working and I cant talk to any1 on the phone to check flight status out of dfw. Roads are awful and cant get there
0,@USAirways rebooked for Tuesday. Arriving too Late Flight for on Tuesday to start the class. Cancelled Flightled the trip.
0,@USAirways If my flight is going to be Cancelled Flightled every week I might as well be in business class.
0,@USAirways 2102 DCA-BOS. Cancelled Flightled after making us wait over an hour. If I fly USAir every week can you upgrade my status proactively?
1,@USAirways DOMINICK L. at La Guardia airport NYC gives the absolute best customer service! Thanku! Checking in made easy!
0,@USAirways congrats on treating your customers the worst way possible. I know plenty of other ppl who have had horrible experience w you too
0,"@USAirways Going to Manchester, UK now i'm going to miss a wedding. You going to rebook that too? Why have you chosen to Cancelled Flight my flight??"
0,@USAirways if you DM me we can take this offline. Would love more info on location of lost bags. Any help is appreciated.
0,"@USAirways thanx but this isn't my first rodeo. Done &amp; done yesterday. No results or comm, unless u count status: bags lost &amp; claim filed."
0,@USAirways @acnewsguy can you give me a # for US Air in philly to talk to a real person? Acarl4@hotmail.com
0,@USAirways would have been nice to be offered in flight credit. Especially since I'm staring at empty overhead room.
0,@USAirways or how about power outlets at your seat if you're gonna keep us siting here forever?
0,@USAirways I would appreciate a call regarding a HORRIBLE experience I had with a gate agent. Was on hold for 39 min and then hung on me.
0,@USAirways What is going on with flight 1826 from PHL to PHX? 10 mins to estimated departure nobody has board and no update.
0,@USAirways but my bag is still missing
0,@USAirways Seriously doubt that as I am still sitting inside at the gate.
0,"@USAirways Customer service is dead. Last wk, flts delayed/Cancelled Flighted. Bags lost 4 days. Last nt, flt delayed/Cancelled Flighted.  No meal voucher?"
0,"@USAirways flight US1562 from RIC2DFW was Cancelled Flightled yesterday &amp; I was on hold w/ cust. service from 6-10pm EST...4 hours, no answer..."
0,"@USAirways @AmericanAir call the number listed? sure! by next Friday, I should get a real live person on the line http://t.co/8TJUuM22dD"
0,@USAirways thanks for Cancelled Flighting flight 5097 today. Now missing required training. Not a happy customer.
0,@USAirways Strike Three!!! You guys suck!!!
0,"@USAirways 2 days in a row, not buying it. I suggest you review your policy w respect to unaccompanied minors, should have had a seat on Sun"
0,@USAirways @AmericanAir ok the app doesn't seem to be working. just use the mobile site... http://t.co/4kLfywwMq1
0,"@USAirways Wife and I flew to Italy recently. Bought tickets via Finnair, flights operated by USAir. Didn't get dividend miles credited."
0,"@USAirways 8 hour delay pho-mia, your airline is bad and getting worse, Foolish for american to merge.  You treat your customers like crap"
0,@USAirways @AmericanAir 28 hours Late Flightr still no email. work supervisor needs documentation to approve last minute vacation day request
0,@USAirways @AmericanAir 3 hours on hold got rebooked on a new flight yesterday. I asked for a new itinerary/confirmation email to be sent
0,@USAirways here's to sitting on hold for 4 hrs flight Cancelled Flighted and they disconnect twice. #fend4urself #stranded #diverted
0,"@USAirways Cancelled Flights flight Tampa to Philadelphia today due to runway conditions yet tonnes of USAirways flights landing there today, explain!"
0,@USAirways your phone system is not working at all I have been bumped again so now I am at 3 times I need to get out of mco
0,@USAirways no my flight plans have been delayed until tuesday due to your computer crash
0,@USAirways 4914 from PHL to BGM. I cannot believe this has happened 2x in under two weeks!
0,"@USAirways @AmericanAir ""ma'am the doors close 10 mins prior to departure"" ""but I was here 20 mins before?!?"" laughter from the 2 agents"
0,"@USAirways @AmericanAir at 9:05am after the plane left: ""why were there no agents and why were the doors closed so early?"""
0,@USAirways I called more than 25 times to redeem mile points and can't get through.  You advertise the miles but make them very hard to use!
0,"@USAirways @AmericanAir me after arriving at 8:41am for a flight scheduled to depart at 8:57am. doors closed, no agents"
0,@USAirways I need to speak with a live person. I've had it with the recordings. I was told on Sat that we'd have our luggage by yest.
1,@USAirways Thanks for the information!
1,@USAirways couldn't be more thankful to your #orf and #dca crews on the ground and in the air today for help with a sick kid and a lost bag!
0,@USAirways thx for delayed checkin on noon flt to mia then forcing me to take Late Flightr flts which were delayed. Cincy to Miami in 13 hrs! #fast
0,@USAirways getting extremely frustrated w/ the phone/online service for merging frequent flyer miles.
0,@USAirways already spent 60 mins today handling this for my minor child. Shame on you for treating a 15 year old girl like this.
0,"@USAirways First the pilot was Late Flight, now it's maintenance. This is EXACTLY what happened two weeks ago. Unacceptable."
0,@USAirways I will NEVER fly us airways or american again and I will share this nightmare of a story to all the many others we know who fly
0,"@USAirways i have never been treated so poorly by an airline in my life, as a military family we do alot of flying.."
0,@USAirways @AmericanAir - Burned a lot of time and cell minutes working through this flight issue - hopefully we fly home in the morning.
0,@USAirways you would rather a while plane get exposed to a nasty contagious virus then work wth me to get my flight changed to a Late Flightr date
0,@USAirways i worked with you and bought my own rental car when you failed to get me to the location i paid to get to and now....
0,@USAirways I've been on hold for 30 minutes and counting. #unacceptable
0,@USAirways Discovered our flight was Cancelled Flightled yesterday at 3:30PM - @americanairlnes finally notified us our flight was Cancelled Flighted at 0316 AM
0,@USAirways I am appalled. My departure with you was all messed up and now on return i am supposed to fly alone with two very sick kids
0,"@USAirways Will tweet all day until I get 
a live cust rep. I will make sure the world knows you don't care about your customers health."
1,@USAirways Thank you.
0,@USAirways Decided to be a good sport and give you guys another shot. Flight delayed. Again.
0,@USAirways @AmericanAir on hold for 8 hours yesterday w/o speaking to an agent on hold again w/ 2 phones ~30 mins let the bashing begin...
0,@USAirways please fix the very unproductive check in process at @DCA. 20 check in stations and 2 people working them. What a total mess!!!!
0,@USAirways I will. Is it down or is just me?
1,@USAirways Your CLT baggage crew deserves a #kudos. I had to run to make my connection. And my bags still made it! #CustomerService
1,@USAirways Thanks!
0,@USAirways you denied a mom her AM flight because she NEEDED her breast pumping parts on a full flight? Please FIX this ASAP!! #freeflight
0,"@USAirways: I relied on US Airways, and that was my mistake. Awful customer experience."
0,@USAirways Thank you. The website crashing for me.
0,"@USAirways. On hold 2hrs after my flight was Cancelled Flightled &amp; ""Anthony"" was beyond rude and not helpful! @AmericanAir they're weighing you down."
0,"@USAirways Will the nightmare ever end? Just found out our flight today is delayed due to ""ground handling delays affecting a prior flight."""
1,@USAirways is alright with me. Please give Scott F at BDL a bonus for excellent customer service
0,"@USAirways : When You've Got to Get There, We've Got Excuses! #usairwaysfail"
0,"@USAirways first, luggage got stuck in a different city, now I get them back today &amp; one of your employees stole a pair of gloves from me!"
0,@USAirways sure knows how to pamper customers they strand abroad. #badcustomerservice #fend4yourself #youareonyourown http://t.co/Pw1eudlcZg
0,@USAirways : We Suck -- And Pass the Savings on to Us! #usairwaysfail
0,@USAirways Can you help me with a refund.  the phone guy couldn't help.  The website won't let me submit a reply.
0,@USAirways We take Late Flight to a whole new level!
1,“@USAirways: @hegshmeg O” thank you for that elaborate response
0,@USAirways You guys are screwing up my trip. Thanks for nothing. #lazy
0,@usairways Seriously. This is ridiculous. I shouldn't have to wait a hour for my luggage after I land. #wtf
0,@usairways Why are we waiting 40 min so far for our luggage??? #wannagohome
0,@USAirways the only time I tweet is to tell you how horrible you're attendants are. Flight 3841 to LGA. I feel in jail
0,@USAirways hello??? Anyone there?
0,@USAirways forced sections 4 and 5 to check their carry on. would have packed differently to check my bag. Why even allow it? #pissed
0,"@USAirways Raleigh to Chicago and no #firstclass upgrade. Must be flying AA 'the screw USAir Elite, after we bailed them out' Airline"
0,"@USAirways flt 419. 2+ hrs Late Flight, baggage + 1 more hr. Now I see they delivered my suitcase wet inside &amp; out. #NotHappy"
0,@USAirways then she had to get her own hotel so ur agents did nothing to help and to top it off you sent her luggage on the wrong flight!!!
0,"@USAirways so she has to take a Late Flightr flight booked by her corporate (Disney) travel dept, as your agent offered little help"
0,@USAirways your computer system went down ok that is understandable but the agents make it worse by not helping her or anyone else
0,"@USAirways as the employee responsible for social media content, yes u probably do care however the actions from last night say otherwise"
0,@USAirways Flight gets in 30 minutes early and all goodwill gone when bags aren't here 45 minutes Late Flightr
0,"@USAirways. wow, awful customer service."
0,@USAirways merging with American will negatively affect your quality and integrity. I will no longer fly with you because of it.
0,@USAirways How many agents do you have working to handle the thousands of calls?
1,@USAirways YOU ARE THE BEST!!! YOU ARE AMAZING!!! FOLLOW ME PLEASE;)🙏🙏🙏
0,@USAirways flight 435 is delayed so will miss connecting flight 457 can you please help with alternate? Thank you.
0,@USAirways three hour wait and counting waiting for reservations on the phone. Are you serious!?
1,@USAirways on a happy note our 719 crew is wonderful. Can't say enough great things about our pilot. He's doing all he can for us.
0,@USAirways What a mess caused by the computer systems. Flight 719 in 3 hours Late Flight and now no gate for us. Est 26 min wait.
0,"@USAirways Storm or no storm, your customer service is a joke. 6 hour wait time to speak to someone? I will never fly your airline again."
0,@USAirways you guys have my luggage in San Jose and were supposed to deliver it to my hotel hours ago!! Please contact me.
0,@USAirways I've flown 6 figured worth of miles in my lifetime.  This was my first and last ever flight on US Airways
0,@USAirways pls get me back to Tallahassee:( no one should ever have to be stranded in Gainesville for this long😒
0,@USAirways your a miserable airline and your loss of revenue is a reflection of that.  Go extinct.  A merger only delays the inevitable
0,@USAirways What was the point of the merger?  Why not just go out of business if your not turning a profit anymore?
0,@USAirways I love how just to give feedback to this link I have to fill out all my personal info on a form.  You guys are the best :)
0,@USAirways Finally got ahold of an Agent after another hour. Thanks for the follow up.  Recommend a call back feature.
0,@USAirways IS THIS RINGLING BROTHERS BARNUM AND BAILEY???  SHOULD I KEEP MY EYES PEELED FOR THE CLOWN CAR???
0,@USAirways not to mention the fact that my flight was delayed BECAUSE YOUR COMPUTERS WERE DOWN
0,@USAirways cannot add my frequent flyer number on your website.  Can you help?
0,@USAirways how do I get off my plane and wait over an hour and a half to speak to someone about reFlight Booking Problems?
0,"@USAirways Please don't trivialize me.  This is a joke, not a slow day or slow experience"
0,@USAirways And how do you only have 1 agent at PHX customer service desk when an hour ago the line was over 100 people long?
0,@USAirways sorry doesn't help.  It's midnight PST.  How in the hell am I still on hold after 90 minutes on customer service line?
0,@USAirways Like I thought this was America.  When did US Airways start operating under the rules of communist Russia?
0,@USAirways you guys should be nice and just give your routes to jet blue and southwest.  At least they treat their customers properly.
0,@USAirways But nope!  Apparently this is the way you guys do business!  I guess I'm flying southwest and her blue from now on.
0,@USAirways I keep thinking this is a massive practical joke and someone is gonna appear out of thin air and take me to Reno tonight.
0,@USAirways there's over 50 people in line and only one agent!
0,"@USAirways And by the way, I'm planning it while I've Ben waiting in the line at customer service in PHX...for over an hour!"
0,"@USAirways Already planning my local boycott for Washington, D.C. Area."
0,@USAirways I can legitimately say that I would have rather driven cross country than flown on US Airways.
0,@USAirways and despite the fact I see you answering all these people on twitter with mundane qs you refuse to answer me!
0,"@USAirways you guys are the worst airline I've ever dealt with.  No notifications, no keeping customers updated.  Terrible service"
0,@USAirways hey guys!  Thanks for answering me and thanks for keeping me on hold for an hour on customer service at 12 pm PST!
1,"@USAirways @landonschott he's fine, he really likes picking his own seat...."
0,@USAirways is the worst airline to ever travel with.
0,"@USAirways has to be the most lazy, inconsiderate, and unprofessional airline that I have ever traveled."
0,@USAirways Do you have any pride in your service? Any concerns for my wife and everyone else on that flight? Or you just don't care????!!!
0,@USAirways now U horrible people say you have no where for her to sleep?
0,@USAirways who's in charge of your company? My wife missed her connection to CA you sent her luggage on another flight
0,@USAirways the call hung up on me..
0,@USAirways got this message on your site to call about my flight - just gave up after being on hold for 3 HOURS! http://t.co/5cDX2ROAE6
0,@USAirways #usairways lost a passenger today for not upholding their promise of excellent customer service!!!
0,@USAirways yet again your staff in Philadelphia  failed to send my luggage home with me. #alwayshappensthere #angrytraveler
0,@USAirways  ok my 4th try today....giving up at 12.45am after 138 minute hold time. #terrible http://t.co/Ps9Q9RPSiL
0,Number or email? That's the purpose of sending you a tweet? @USAirways
1,@USAirways Thank you. I'll do that next time!
0,@USAirways it still says that I can't check into my flight because the information is incorrect but everything is entered correctly
0,@USAirways this says it was estimated to leave an hour ago (it hasn't left yet) so thanks for this useful information. #TheWorstAirline
0,@USAirways your customer service is horrendous. Between the way employees speak customers and their lack of care for problems with flights.
0,@USAirways had mom sit for 3 hours waiting for a flight they ultimately Cancelled Flighted to give her a Tuesday morning flight...no compensation. Ugh
0,@USAirways does anyone from your airline know how to do their job?
0,@USAirways Has To Be THE WORST Airline Of All Time😡😡😡
0,@USAirways denied me standby bc of checked bag in cvg 5163 to Phl @ 6..so I had to take delayed 3751 4 hrs Late Flightr...except u lost bag in cvg
0,@USAirways you reminded me today why I fly @SouthwestAir
1,@USAirways looks like our bag has been rescued. Thanks!
0,@USAirways .... I've been trying to get through to book a reservation and the system will not let me through. Day 3 #ridiculous
0,@USAirways you are the worst.
0,@USAirways making folks run from gate C29 to A18 to B11 with NO EXPLANATION and zero carts to transfer elderly and handicap. #PHL
0,@USAirways have been waiting in an airplane for a total of 3 hours to take off between 2 flights today...this usually doesn't happen...
0,@USAirways not given option for new flight! Why can't we get a plane PHL-MIA? 20years as an #eventprof this is worst travel experience ever
0,@USAirways doesn't let u do stand by on flight due to checked bag causing u to get in 5 hours Late Flightr only to get to PHL &amp; bag didn't make it
0,"@USAirways absolutely worst experience of my life at PHL. 6 hrs, 1 failed departure, 3 gates, and ZERO communication or help!!"
0,"@USAirways @AmericanAir as soon as I call customer service to speak to a representative, I am disconnected"
0,"@USAirways @AmericanAir have been trying to call customer service since 9pm. After an hour, was disconnected. Spoke to no one"
0,@USAirways give us no information and an attitude.
0,@USAirways attendants at the gate. Enjoyed watching the other flight to our destination take off before having a horrible attendant give us
0,"@USAirways now has stranded is in #Miami without updating any of the departure boards, and once they Cancelled Flightled the flight there was no..."
0,@USAirways you are absolutely terrible at managing these delays... Been delayed and undelayed and delayed 6 times now. 10 AM office hours.
0,"@USAirways @AmericanAir have the most rude, unreliable, horrible company with equally rude, unreliable and horrible employees. Stay tuned."
0,"@USAirways #PHL why does it take an hour to offload bags, especially after taking 30+ min to get a jetway to get off plane after landing?"
0,"@USAirways flight #703 Philly -&gt; Mia? Bwahahaha! Delayed 5+ hrs, were in the air 30 mins then turned back around. #usairwaysfail"
0,@USAirways I'm tired of paying for luggage &amp; less than stellar customer service @AmericanAir. #notafanofyourmerger
0,@USAirways have you heard about the debacle at DCA? What is happening with our New Orleans flight? #wewanttoknow
0,@USAirways I think it's a little weak sauce you have zero inflight entertainment for a 4 hour flight from Salt Lake to Philadelphia
0,"@USAirways we flew out, through and into good weather. when we landed,  another technical issue with gate. improve service or lose customers"
0,"@USAirways - is stranding your customers, not reFlight Booking Problems them, and then not answering the phone the way you treat Platinum members?"
0,@USAirways I made a reservation online but I didn't receive any confirmation email. My bank said the transaction went through. Can u help?
0,@USAirways This is the worst flying experience of my life. Flight scheduled for departure at 5:44pm from Phl. 5+ hrs Late Flightr guess where I am?
0,@USAirways any update on this flight?It's more than three hours delayed. Thank you.
0,"@USAirways @AmericanAir you should partner w/ a different hotel in PHL, the clarion is proving to be very difficult &amp; not customer friendly"
0,@USAirways truly dissapointed when our flight is delayed and going to miss connection that we are expected to rebook our own flight????????
0,"@USAirways - you kind of screwed my day up, at least it was outbound, but you did save it by stranding me in a @RenHotels @MarriottRewards"
0,@USAirways nightmare trying to get to Costa Rica from PHL today. Stuck in Miami and no one answers at 800 number.
0,@USAirways @PeterPiatetsky Ummmm I think US Air's computers@were@down for hours - my flight is 3 hours Late Flight.
0,"@USAirways comedy of errors continues..."" We can't get into our gate, there is a broken down truck in the way"" #fail"
0,@USAirways Instructions say to CALL. I'm just doing what it said to do.
1,@USairways Since I am a loyal USAir customer I am sure that they will make this up to me-right now I want to get home &amp; back to work.
0,@USAirways The fact we did not get notified hindered our ability to look for alternate flights before they were snapped up.
0,@USAirways you're really fudgin up with all these delays 😡 #justwantmybed
0,"@USAirways Just discovered that they billed us $300 for the rescheduled flight, which cost me a second day of lost work."
0,@USAirways Today USAir Cancelled Flightled our rescheduled flight &amp; did not notify us except possibly to our home phone-not helpful since we are in CO
0,@USAirways and I can't get through on any phones
0,@USAirways Thanks for ruining my last night of vacation because I have to worry about my flight because y'all don't have record of it
1,"@USAirways - Janet &amp; my DEN-PHL  flight Cancelled Flightled Saturday, USAIR rescheduled automatically &amp; notified us by email at no additional cost."
0,"@USAirways after 2 hrs of trying to reach real human, finally did and been on hold for 1:36 hrs for out of synch reservation."
0,@usairways @usair   idiots took our plane &amp; gave it to someone else. Fudgers!!!! Flight 799 from Philly to Orlando
0,@USAirways Missed flight. Rude CSR. No flight till Tuesday. No answer on twitter. Help me out with a RT @pattonoswalt you're my only hope.
0,"@USAirways delayed 2.5 hours @longbeachairport trying to get to @PHXSkyHarbor; give us an update, please???"
0,@USAirways @PHLAirport always nice when a customer service manager threatens customers standing in his understaffed lines for the last hour
0,@USAirways - just passed the 3 hour mark #onholdwith you for THIS call.  Gave up after 2.5 this morning.
0,"@USAirways What is with your lost &amp; found.  My wife lost her phone in Philly, &amp; followed your web instructions to call an 800#.  No answer."
0,@USAirways - have dinner reservations in a few minutes -- and I've been trying to get through to you since BREAKFAST. #onholdwith
0,"@USAirways CLT, please send more than one cust svc rep to your cust svc counter to assist a line out the door. http://t.co/v24QNp3DOi"
0,@USAirways help! I've been on hold for almost two hours. Trying 2 get home.
0,"@USAirways  ""please call Late Flightr"" is not acceptable - but neither is being on hold for 5+ hrs #onholdwith"
0,@USAirways been sitting at gate for over 25 min on us 728! What gives???
0,@USAirways - I wouldn't need to wait on hold for 6+ hours if your website worked correctly - please respond!
0,"@USAirways - how do I get an answer to my question?  Holding for hours , after 6x getting your message just said you aren't taking calls."
0,@USAirways why the hell did you overbook a plane when you knew people actually had seat assignments. #inept #uncaring #piss poorplanning
0,"@USAirways worst service at Reagan Int. I rarely post about a company or service, but I am so annoyed. Not weather reLate Flightd…incompetence."
0,@USAirways - been on hold for more than 2.5 hours - this after not getting through after 2 hours on hold this morning with no answer - help!
0,@USAirways So far....my phone wait time is longer than @ABCNetwork's #Oscars coverage. #WhatCustomerService
0,"@USAirways Chairman Preferred with 518,758 lifetime miles. What is my US Air reward, no #firstclass upgrades on @AmericanAir as usual."
0,@USAirways 45 minute delay for take off and 30 minute wait for checked bags? Really?
0,@USAirways I've been on hold for 90 minutes. This is terrible customer service. You messed up my reservation! http://t.co/oyLgeao7Y8
0,@USAirways why won't you help me get my luggage back? I'm a teen trying to change the world in DC #Flight5182 #usairways
0,@USAirways Southern Hospitality luggage delivery service from SAV is AWFUL. Great @ delivering empty promises but not luggage #8hrs&amp;waiting
0,@USAirways 1st flight with U.S. Air Plane had mechanical issues. Wait 90 minutes for help from customer service. No help from management
0,"@USAirways  flight missed due to mech issue. No food voucher, transported to different airport, no rental reimbursement 😡"
0,@USAirways @PHLAirport we don't control your stupidity in not having room to have a plane come in. You better not mess with us now.
0,@USAirways  Interesting you forward compliments but never complaints!  World's worst airline #GoingForGreatnessFAIL
0,"@USAirways - flights 4500 AND 403 delayed for ""crew availability?""  What gives? I'm getting to TPA 2.5 hrs past my scheduled arrival."
0,"@USAirways how is it that the airport (DCA) and the airline mess up our flights, but also will not cover our hotel costs? At DCA for 5hrs..."
0,@USAirways in line for 90 min after mechanical issues caused me to miss my flight. 1 rep for 20 upset people. http://t.co/XFWXsRwkHa
1,@USAirways the entire flight crew on flight 738 from BOS to PHL is doing a wonderful job and making this experience not totally suck. 😊
0,@USAirways Can someone please answer my call. I have been waaaaaaiting!!!
0,@USAirways is holding my luggage hostage from flight 5182
1,"@USAirways @AmericanAir major issues getting out of Boston, but your crew has been exceptional. Let's see how things roll out in Philly."
0,"I've been trying to set up my phone interview for days, and hoping the position won't be filled because the link doesn't work. @USAirways"
0,"@USAirways - had to call to find out I was re-booked tomorrow, why ask for my number an email for day of info"
0,"@USAirways   US AIRWAYS DON'T CARE FOR CUSTOMERS. Worst experience today with US airways.. Myself, wife and toddler"
1,@USAirways thanks to the whole team for an on-time flight despite inclement weather http://t.co/eQePkkPSXM
0,"@USAirways your rude staff said"" I don't care that we are out of market place food you're going on vacation and I have to work"" nice huh"
0,@USAirways got off stand by list and on earlier flight to DCA. What is the status of my checked bag? Was supposed to be on #4047 thanks
0,@USAirways why does this flight keep getting delayed Late Flightr and Late Flightr?
0,@USAirways I have contacted them but only got an automated response that won't give me the code.
0,@USAirways Really a letter that says you will discuss serving drunks more drinks that doesn't help the current situation
1,"@USAirways great, thank you!"
0,@USAirways @AmericanAir so does that mean @AmericanAir that you might care about my sister be assaulted on one of your flights
0,@USAirways on top of that a dozen ppl missed connections and you have ONE person at customer service? Abysmal!
1,@USAirways it's not often that an airline is so easy to work with. I needed to change my flight time and the attendants at MKE made my day!
0,@USAirways @AmericanAir how is it possible that someone is drunk they bring a wheelchair for them but you keep serving them
0,"@USAirways your service at PHL is abysmal. An hour on the runway waiting for a gate, no information anywhere, missed my connection abysmal!"
0,@USAirways @AmericanAir  worst customer service ever how can you let people be assaulted on your flights and do nothing about it
0,@USAirways @AmericanAir Not providing pilots for your flights: is this a new feature of your merger? #efficencies
0,@USAirways so I guess you are ok with people being sexually assaulted on your flights nice customer service
0,@USAirways PLEASE HELP need our plane to wait to go to #ELMIRA on Tarmac over an hr baggage took 45 and still not here thru customs
0,@USAirways @AmericanAir USAIR #703 has returned to PHL due to issues with the fire detectors. What happens next?
0,"@USAirways ur specialist said they would talk to the stewardess about not serving drunks drinks, REALLY how does that help"
0,"@USAirways what is wrong in Boston? Why are only your plains not leaving tonight? Son needs to get back to state college, PA"
0,@USAirways over two hours on hold to talk to an agent..then it disconnects me.  been trying for two days! Wtf! Hire some CSRs u make $ now
0,@USAirways so you don't have a pilot now for #clt ✈ #ord for at least another hour. Why on earth would you board the plane? Makes no sense!
0,@USAirways flight 2120. Please get us a flight plan already. How is this an issue in 21st century?
0,"@USAirways #fail when the inbound flight arrives after the scheduled outbound departure, and still ""on time"" http://t.co/k0MHZrJF6e"
0,@USAirways thanks for three Cancelled Flightled flight and making us go from raleigh to charlote to lexington to philly. istead of raleigh to philly
0,"@USAirways rant cont... To top it all off, rescheduled flight to TPA at 10:10 is already delayed. How can they be that bad?"
0,@USAirways Can you advise on what's happening with departure delays from CLT?
0,@USAirways @AmericanAir. delay and mechanical issues on both my weekend flights. Ridiculous. Will tweet as long as we are delayed
1,@USAirways Another great flight #FunFlightAttendants. Thanks for showing my dad wonderful customer service. #flt635 #LAX #PHX #SundayFunday
0,@USAirways What is happening? Have been sitting in Philly for hours. Pls take care of Flight 759 to Chicago. At least least us know! #soLate Flight
0,@USAirways @PHLAirport can you pm me w answer if flt to 4278 is still on time. Been on ground over an hr w no gate. Need help. Pls
0,@USAirways @PHLAirport how can a plane scheduled to come in on time and actually happen. Then you bozos don't have any room us. #incompetent
0,@USAirways @PHLAirport this is the reason I avoid @PHLAirport and @USAirways like the plague. Glad to see this merger is working well. #dumb
0,@USAirways @AmericanAir Any word on accommodations for the passengers on US 746 when they arrive in Charlotte? Lot of tired passengers here
1,"@USAirways @AmericanAir Thank you for a couple of easy, hassle free flights today, professional and friendly staff made everything easy!"
0,@USAirways hire smarter IT people if your systems keep crashing instead of some of the mooks you man some of these airports with. #goDelta
0,@USAirways flight 614 keeps telling a few more mins to take off its been an hour. First time with you not the best #lies #brokenpromises
0,@USAirways what is wrong with you guys and your inability to get planes in and out of Philly on time. Our pilot gave us a answer that was bs
0,@USAirways you guys have to be the worst. We are flying into Philadelphia and have only two jetways available for an on time plane.#pisspoor
0,@USAirways where's our luggage? Been waiting more than an hour! Flight 2118.
0,@USAirways You suck in Philadelphia.  Let us off this plane! #phl
0,"@USAirways @AmericanAir pissing off thousands of East coast customers.  When the delay is longer than the flight,  you = fail"
0,@USAirways 2 hours and counting. ..what kind of travel voucher do I get for this??
0,"@USAirways we've been waiting at the gate for 2 hrs, why are we now waiting to stow the luggage?"
0,"@USAirways That's 1h 10m waiting to get my bag, 1h40m of flight delays, plus the 2hrs of delay I had on the way out. Never flying you again."
0,@USAirways #stuck in Florida with no flights... Service sucks here. #nofood #nodrinks #nohelp
0,"@USAirways - why can't the gate agent on flight #759 provide an update? Seriously, this is ridiculous how long people have been waiting"
0,@USAirways your IVR hung up on me because of high call volume? I need help. Call me
0,"@USAirways A tweeted apology is not enough for delay fiasco. NONE for insult from gate agent is worse. Except for Mark N., all bad at CLT."
0,@USAirways pilot for flight 729 didn't show until after departure ⌚️ &amp; now there's a broken computer. Next time flying @United. #ALWAYSLate Flight
0,@USAirways it's flt 4827 to ELM - still no gate and still have to make it thru customs
0,@USAirways @AmericanAir According to your costumer support your website is holding my money hostage and you cant do anything about it..
0,"@USAirways any way to tell our gate we are going? Stuck on tarmack, int'l flt FLT 878 going to ELM Gate F6"
0,"@USAirways sucks. Delayed my mom's flight 2X, Cancelled Flightled it, delayed her flight again today,all for mech. issues.She had 2 sleep in airport!"
